"type","word1","word2","response","catch.trial.string","subj","exposures","coherence","trial"
"cross","dex","pif",1,"","s1007",196,"nonce.connective",14
"within","moke","thite",4,"","s1007",196,"nonce.connective",15
"within","jeev","wug",4,"","s1007",196,"nonce.connective",16
"within","dex","thite",4,"","s1007",196,"nonce.connective",17
"within","pif","wug",2,"","s1008",126,"0/3",1
"within","moke","thite",4,"","s1008",126,"0/3",2
"cross","dex","pif",5,"","s1008",126,"0/3",3
"cross","thite","jiv",3,"","s1008",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1008",126,"0/3",5
"cross","moke","wug",2,"","s1008",126,"0/3",6
"within","jiv","pif",3,"","s1008",126,"0/3",7
"cross","dex","wug",5,"","s1008",126,"0/3",8
"cross","thite","pif",5,"","s1008",126,"0/3",9
"cross","moke","jiv",2,"","s1008",126,"0/3",10
"cross","thite","wug",4,"","s1008",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1008",126,"0/3",12
"cross","dex","jiv",5,"","s1008",126,"0/3",13
"cross","moke","pif",2,"","s1008",126,"0/3",14
"within","thite","dex",4,"","s1008",126,"0/3",15
"within","jiv","wug",2,"","s1008",126,"0/3",16
"within","moke","dex",2,"","s1008",126,"0/3",17
"within","wug","pif",2,"","s1009",126,"1/3",1
"within","jiv","moke",1,"","s1009",126,"1/3",2
"cross","thite","wug",4,"","s1009",126,"1/3",3
"cross","moke","dex",2,"","s1009",126,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1009",126,"1/3",5
"cross","jiv","pif",2,"","s1009",126,"1/3",6
"within","dex","wug",2,"","s1009",126,"1/3",7
"cross","thite","pif",4,"","s1009",126,"1/3",8
"cross","moke","wug",4,"","s1009",126,"1/3",9
"cross","jiv","dex",3,"","s1009",126,"1/3",10
"cross","moke","pif",2,"","s1009",126,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1009",126,"1/3",12
"cross","thite","dex",2,"","s1009",126,"1/3",13
"cross","jiv","wug",3,"","s1009",126,"1/3",14
"within","moke","thite",2,"","s1009",126,"1/3",15
"within","dex","pif",2,"","s1009",126,"1/3",16
"within","jiv","thite",3,"","s1009",126,"1/3",17
"within","dex","jeev",2,"","s1010",196,"0/3",1
"within","wug","pif",2,"","s1010",196,"0/3",2
"cross","moke","dex",3,"","s1010",196,"0/3",3
"cross","pif","thite",2,"","s1010",196,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1010",196,"0/3",5
"cross","wug","jeev",3,"","s1010",196,"0/3",6
"within","thite","dex",3,"","s1010",196,"0/3",7
"cross","moke","jeev",1,"","s1010",196,"0/3",8
"cross","pif","dex",2,"","s1010",196,"0/3",9
"cross","wug","thite",3,"","s1010",196,"0/3",10
"cross","pif","jeev",2,"","s1010",196,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1010",196,"0/3",12
"cross","moke","thite",4,"","s1010",196,"0/3",13
"cross","wug","dex",2,"","s1010",196,"0/3",14
"within","pif","moke",3,"","s1010",196,"0/3",15
"within","thite","jeev",2,"","s1010",196,"0/3",16
"within","wug","moke",2,"","s1010",196,"0/3",17
"within","jiv","thite",1,"","s1011",56,"2/3",1
"within","wug","pif",3,"","s1011",56,"2/3",2
"cross","dex","jiv",2,"","s1011",56,"2/3",3
"cross","pif","moke",3,"","s1011",56,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1011",56,"2/3",5
"cross","wug","thite",2,"","s1011",56,"2/3",6
"within","moke","jiv",3,"","s1011",56,"2/3",7
"cross","dex","thite",4,"","s1011",56,"2/3",8
"cross","pif","jiv",4,"","s1011",56,"2/3",9
"cross","wug","moke",2,"","s1011",56,"2/3",10
"cross","pif","thite",3,"","s1011",56,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1011",56,"2/3",12
"cross","dex","moke",2,"","s1011",56,"2/3",13
"cross","wug","jiv",3,"","s1011",56,"2/3",14
"within","pif","dex",2,"","s1011",56,"2/3",15
"within","moke","thite",3,"","s1011",56,"2/3",16
"within","wug","dex",2,"","s1011",56,"2/3",17
"within","wug","moke",4,"","s1012",196,"3/3",1
"within","jeev","thite",2,"","s1012",196,"3/3",2
"cross","dex","wug",2,"","s1012",196,"3/3",3
"cross","thite","pif",2,"","s1012",196,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1012",196,"3/3",5
"cross","jeev","moke",3,"","s1012",196,"3/3",6
"within","pif","wug",4,"","s1012",196,"3/3",7
"cross","dex","moke",2,"","s1012",196,"3/3",8
"cross","thite","wug",2,"","s1012",196,"3/3",9
"cross","jeev","pif",2,"","s1012",196,"3/3",10
"cross","thite","moke",2,"","s1012",196,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1012",196,"3/3",12
"cross","dex","pif",3,"","s1012",196,"3/3",13
"cross","jeev","wug",2,"","s1012",196,"3/3",14
"within","thite","dex",2,"","s1012",196,"3/3",15
"within","pif","moke",3,"","s1012",196,"3/3",16
"within","jeev","dex",2,"","s1012",196,"3/3",17
"within","wug","thite",1,"","s1013",196,"3/3",1
"within","pif","moke",5,"","s1013",196,"3/3",2
"cross","jiv","wug",2,"","s1013",196,"3/3",3
"cross","moke","dex",1,"","s1013",196,"3/3",4
"cross","pif","thite",3,"","s1013",196,"3/3",5
"within","dex","wug",5,"","s1013",196,"3/3",6
"cross","jiv","thite",2,"","s1013",196,"3/3",7
"cross","moke","wug",2,"","s1013",196,"3/3",8
"cross","pif","dex",3,"","s1013",196,"3/3",9
"cross","moke","thite",2,"","s1013",196,"3/3",10
"cross","jiv","dex",3,"","s1013",196,"3/3",11
"cross","pif","wug",3,"","s1013",196,"3/3",12
"within","moke","jiv",2,"","s1013",196,"3/3",13
"within","dex","thite",5,"","s1013",196,"3/3",14
"within","pif","jiv",5,"","s1013",196,"3/3",15
"within","dex","pif",4,"","s1014",56,"onset",1
"within","jiv","wug",2,"","s1014",56,"onset",2
"cross","moke","dex",3,"","s1014",56,"onset",3
"cross","wug","thite",2,"","s1014",56,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s1014",56,"onset",5
"cross","jiv","pif",2,"","s1014",56,"onset",6
"within","thite","dex",4,"","s1014",56,"onset",7
"cross","moke","pif",5,"","s1014",56,"onset",8
"cross","wug","dex",3,"","s1014",56,"onset",9
"cross","jiv","thite",3,"","s1014",56,"onset",10
"cross","wug","pif",4,"","s1014",56,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s1014",56,"onset",12
"cross","moke","thite",2,"","s1014",56,"onset",13
"cross","jiv","dex",3,"","s1014",56,"onset",14
"within","wug","moke",3,"","s1014",56,"onset",15
"within","thite","pif",4,"","s1014",56,"onset",16
"within","jiv","moke",3,"","s1014",56,"onset",17
"within","pif","jiv",3,"","s1015",126,"0/3",1
"within","dex","wug",2,"","s1015",126,"0/3",2
"cross","moke","pif",2,"","s1015",126,"0/3",3
"cross","wug","thite",2,"","s1015",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1015",126,"0/3",5
"cross","dex","jiv",4,"","s1015",126,"0/3",6
"within","thite","pif",2,"","s1015",126,"0/3",7
"cross","moke","jiv",2,"","s1015",126,"0/3",8
"cross","wug","pif",2,"","s1015",126,"0/3",9
"cross","dex","thite",2,"","s1015",126,"0/3",10
"cross","wug","jiv",2,"","s1015",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1015",126,"0/3",12
"cross","moke","thite",2,"","s1015",126,"0/3",13
"cross","dex","pif",2,"","s1015",126,"0/3",14
"within","wug","moke",4,"","s1015",126,"0/3",15
"within","thite","jiv",4,"","s1015",126,"0/3",16
"within","dex","moke",2,"","s1015",126,"0/3",17
"within","thite","moke",1,"","s1016",196,"syllables",1
"within","dex","pif",4,"","s1016",196,"syllables",2
"cross","wug","thite",2,"","s1016",196,"syllables",3
"cross","pif","jeev",5,"","s1016",196,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1016",196,"syllables",5
"cross","dex","moke",1,"","s1016",196,"syllables",6
"within","jeev","thite",2,"","s1016",196,"syllables",7
"cross","wug","moke",4,"","s1016",196,"syllables",8
"cross","pif","thite",2,"","s1016",196,"syllables",9
"cross","dex","jeev",4,"","s1016",196,"syllables",10
"cross","pif","moke",3,"","s1016",196,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1016",196,"syllables",12
"cross","wug","jeev",5,"","s1016",196,"syllables",13
"cross","dex","thite",2,"","s1016",196,"syllables",14
"within","pif","wug",4,"","s1016",196,"syllables",15
"within","jeev","moke",1,"","s1016",196,"syllables",16
"within","dex","wug",2,"","s1016",196,"syllables",17
"within","pif","wug",2,"","s1017",196,"rime",1
"within","thite","moke",4,"","s1017",196,"rime",2
"cross","jeev","pif",3,"","s1017",196,"rime",3
"cross","moke","dex",2,"","s1017",196,"rime",4
"catch",NA,NA,4,"How much is five minus two?","s1017",196,"rime",5
"cross","thite","wug",3,"","s1017",196,"rime",6
"within","dex","pif",2,"","s1017",196,"rime",7
"cross","jeev","wug",3,"","s1017",196,"rime",8
"cross","moke","pif",4,"","s1017",196,"rime",9
"cross","thite","dex",3,"","s1017",196,"rime",10
"cross","moke","wug",4,"","s1017",196,"rime",11
"catch",NA,NA,2,"How much is one plus zero?","s1017",196,"rime",12
"cross","jeev","dex",3,"","s1017",196,"rime",13
"cross","thite","pif",2,"","s1017",196,"rime",14
"within","moke","jeev",4,"","s1017",196,"rime",15
"within","dex","wug",3,"","s1017",196,"rime",16
"within","thite","jeev",2,"","s1017",196,"rime",17
"within","wug","jiv",4,"","s1018",126,"0/3",1
"within","pif","thite",4,"","s1018",126,"0/3",2
"cross","dex","wug",2,"","s1018",126,"0/3",3
"cross","thite","moke",4,"","s1018",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1018",126,"0/3",5
"cross","pif","jiv",4,"","s1018",126,"0/3",6
"within","moke","wug",2,"","s1018",126,"0/3",7
"cross","dex","jiv",2,"","s1018",126,"0/3",8
"cross","thite","wug",2,"","s1018",126,"0/3",9
"cross","pif","moke",2,"","s1018",126,"0/3",10
"cross","thite","jiv",2,"","s1018",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1018",126,"0/3",12
"cross","dex","moke",2,"","s1018",126,"0/3",13
"cross","pif","wug",1,"","s1018",126,"0/3",14
"within","thite","dex",2,"","s1018",126,"0/3",15
"within","moke","jiv",2,"","s1018",126,"0/3",16
"within","pif","dex",2,"","s1018",126,"0/3",17
"within","pif","dex",1,"","s1019",56,"0/3",1
"within","moke","wug",3,"","s1019",56,"0/3",2
"cross","jeev","pif",5,"","s1019",56,"0/3",3
"cross","wug","thite",3,"","s1019",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1019",56,"0/3",5
"cross","moke","dex",1,"","s1019",56,"0/3",6
"within","thite","pif",1,"","s1019",56,"0/3",7
"cross","jeev","dex",1,"","s1019",56,"0/3",8
"cross","wug","pif",1,"","s1019",56,"0/3",9
"cross","moke","thite",2,"","s1019",56,"0/3",10
"cross","wug","dex",1,"","s1019",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1019",56,"0/3",12
"cross","jeev","thite",2,"","s1019",56,"0/3",13
"cross","moke","pif",1,"","s1019",56,"0/3",14
"within","wug","jeev",1,"","s1019",56,"0/3",15
"within","thite","dex",2,"","s1019",56,"0/3",16
"within","moke","jeev",1,"","s1019",56,"0/3",17
"within","pif","jiv",2,"","s1020",56,"semantic.baseline",1
"within","dex","wug",2,"","s1020",56,"semantic.baseline",2
"cross","thite","pif",2,"","s1020",56,"semantic.baseline",3
"cross","wug","moke",3,"","s1020",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1020",56,"semantic.baseline",5
"cross","dex","jiv",2,"","s1020",56,"semantic.baseline",6
"within","moke","pif",2,"","s1020",56,"semantic.baseline",7
"cross","thite","jiv",2,"","s1020",56,"semantic.baseline",8
"cross","wug","pif",3,"","s1020",56,"semantic.baseline",9
"cross","dex","moke",3,"","s1020",56,"semantic.baseline",10
"cross","wug","jiv",3,"","s1020",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1020",56,"semantic.baseline",12
"cross","thite","moke",2,"","s1020",56,"semantic.baseline",13
"cross","dex","pif",3,"","s1020",56,"semantic.baseline",14
"within","wug","thite",2,"","s1020",56,"semantic.baseline",15
"within","moke","jiv",2,"","s1020",56,"semantic.baseline",16
"within","dex","thite",2,"","s1020",56,"semantic.baseline",17
"within","thite","dex",5,"","s1021",126,"0/3",1
"within","moke","pif",5,"","s1021",126,"0/3",2
"cross","wug","thite",1,"","s1021",126,"0/3",3
"cross","pif","jiv",2,"","s1021",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1021",126,"0/3",5
"cross","moke","dex",1,"","s1021",126,"0/3",6
"within","jiv","thite",3,"","s1021",126,"0/3",7
"cross","wug","dex",1,"","s1021",126,"0/3",8
"cross","pif","thite",5,"","s1021",126,"0/3",9
"cross","moke","jiv",1,"","s1021",126,"0/3",10
"cross","pif","dex",1,"","s1021",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1021",126,"0/3",12
"cross","wug","jiv",2,"","s1021",126,"0/3",13
"cross","moke","thite",2,"","s1021",126,"0/3",14
"within","pif","wug",5,"","s1021",126,"0/3",15
"within","jiv","dex",1,"","s1021",126,"0/3",16
"within","moke","wug",4,"","s1021",126,"0/3",17
"within","thite","jiv",1,"","s1022",56,"semantic.baseline",1
"within","dex","moke",3,"","s1022",56,"semantic.baseline",2
"cross","pif","thite",4,"","s1022",56,"semantic.baseline",3
"cross","moke","wug",1,"","s1022",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1022",56,"semantic.baseline",5
"cross","dex","jiv",4,"","s1022",56,"semantic.baseline",6
"within","wug","thite",2,"","s1022",56,"semantic.baseline",7
"cross","pif","jiv",4,"","s1022",56,"semantic.baseline",8
"cross","moke","thite",4,"","s1022",56,"semantic.baseline",9
"cross","dex","wug",4,"","s1022",56,"semantic.baseline",10
"cross","moke","jiv",1,"","s1022",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1022",56,"semantic.baseline",12
"cross","pif","wug",4,"","s1022",56,"semantic.baseline",13
"cross","dex","thite",3,"","s1022",56,"semantic.baseline",14
"within","moke","pif",3,"","s1022",56,"semantic.baseline",15
"within","wug","jiv",4,"","s1022",56,"semantic.baseline",16
"within","dex","pif",2,"","s1022",56,"semantic.baseline",17
"within","thite","wug",2,"","s1023",126,"nonce.connective",1
"within","pif","dex",3,"","s1023",126,"nonce.connective",2
"cross","moke","thite",3,"","s1023",126,"nonce.connective",3
"cross","dex","jeev",2,"","s1023",126,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1023",126,"nonce.connective",5
"cross","pif","wug",2,"","s1023",126,"nonce.connective",6
"within","jeev","thite",3,"","s1023",126,"nonce.connective",7
"cross","moke","wug",4,"","s1023",126,"nonce.connective",8
"cross","dex","thite",2,"","s1023",126,"nonce.connective",9
"cross","pif","jeev",3,"","s1023",126,"nonce.connective",10
"cross","dex","wug",3,"","s1023",126,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1023",126,"nonce.connective",12
"cross","moke","jeev",2,"","s1023",126,"nonce.connective",13
"cross","pif","thite",3,"","s1023",126,"nonce.connective",14
"within","dex","moke",3,"","s1023",126,"nonce.connective",15
"within","jeev","wug",2,"","s1023",126,"nonce.connective",16
"within","pif","moke",4,"","s1023",126,"nonce.connective",17
"within","wug","jeev",3,"","s1024",126,"nonce.connective",1
"within","moke","pif",4,"","s1024",126,"nonce.connective",2
"cross","dex","wug",5,"","s1024",126,"nonce.connective",3
"cross","pif","thite",3,"","s1024",126,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1024",126,"nonce.connective",5
"cross","moke","jeev",4,"","s1024",126,"nonce.connective",6
"within","thite","wug",4,"","s1024",126,"nonce.connective",7
"cross","dex","jeev",5,"","s1024",126,"nonce.connective",8
"cross","pif","wug",4,"","s1024",126,"nonce.connective",9
"cross","moke","thite",2,"","s1024",126,"nonce.connective",10
"cross","pif","jeev",4,"","s1024",126,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1024",126,"nonce.connective",12
"cross","dex","thite",4,"","s1024",126,"nonce.connective",13
"cross","moke","wug",5,"","s1024",126,"nonce.connective",14
"within","pif","dex",4,"","s1024",126,"nonce.connective",15
"within","thite","jeev",4,"","s1024",126,"nonce.connective",16
"within","moke","dex",5,"","s1024",126,"nonce.connective",17
"within","dex","jiv",5,"","s1025",392,"1/3",1
"within","pif","thite",3,"","s1025",392,"1/3",2
"cross","moke","dex",2,"","s1025",392,"1/3",3
"cross","thite","wug",1,"","s1025",392,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1025",392,"1/3",5
"cross","pif","jiv",2,"","s1025",392,"1/3",6
"within","wug","dex",2,"","s1025",392,"1/3",7
"cross","moke","jiv",2,"","s1025",392,"1/3",8
"cross","thite","dex",2,"","s1025",392,"1/3",9
"cross","pif","wug",4,"","s1025",392,"1/3",10
"cross","thite","jiv",2,"","s1025",392,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1025",392,"1/3",12
"cross","moke","wug",4,"","s1025",392,"1/3",13
"cross","pif","dex",5,"","s1025",392,"1/3",14
"within","thite","moke",5,"","s1025",392,"1/3",15
"within","wug","jiv",3,"","s1025",392,"1/3",16
"within","pif","moke",2,"","s1025",392,"1/3",17
"within","dex","pif",1,"","s1026",56,"1/3",1
"within","thite","wug",4,"","s1026",56,"1/3",2
"cross","jiv","dex",1,"","s1026",56,"1/3",3
"cross","wug","moke",2,"","s1026",56,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1026",56,"1/3",5
"cross","thite","pif",1,"","s1026",56,"1/3",6
"within","moke","dex",2,"","s1026",56,"1/3",7
"cross","jiv","pif",2,"","s1026",56,"1/3",8
"cross","wug","dex",4,"","s1026",56,"1/3",9
"cross","thite","moke",1,"","s1026",56,"1/3",10
"cross","wug","pif",2,"","s1026",56,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1026",56,"1/3",12
"cross","jiv","moke",1,"","s1026",56,"1/3",13
"cross","thite","dex",1,"","s1026",56,"1/3",14
"within","wug","jiv",5,"","s1026",56,"1/3",15
"within","moke","pif",4,"","s1026",56,"1/3",16
"within","thite","jiv",2,"","s1026",56,"1/3",17
"within","wug","pif",3,"","s1027",392,"onset",1
"within","jiv","thite",4,"","s1027",392,"onset",2
"cross","dex","wug",4,"","s1027",392,"onset",3
"cross","thite","moke",5,"","s1027",392,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s1027",392,"onset",5
"cross","jiv","pif",5,"","s1027",392,"onset",6
"within","moke","wug",2,"","s1027",392,"onset",7
"cross","dex","pif",1,"","s1027",392,"onset",8
"cross","thite","wug",2,"","s1027",392,"onset",9
"cross","jiv","moke",1,"","s1027",392,"onset",10
"cross","thite","pif",5,"","s1027",392,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s1027",392,"onset",12
"cross","dex","moke",2,"","s1027",392,"onset",13
"cross","jiv","wug",1,"","s1027",392,"onset",14
"within","thite","dex",2,"","s1027",392,"onset",15
"within","moke","pif",1,"","s1027",392,"onset",16
"within","jiv","dex",2,"","s1027",392,"onset",17
"within","wug","moke",1,"","s1028",392,"1/3",1
"within","dex","pif",2,"","s1028",392,"1/3",2
"cross","thite","wug",1,"","s1028",392,"1/3",3
"cross","pif","jiv",4,"","s1028",392,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1028",392,"1/3",5
"cross","dex","moke",2,"","s1028",392,"1/3",6
"within","jiv","wug",3,"","s1028",392,"1/3",7
"cross","thite","moke",3,"","s1028",392,"1/3",8
"cross","pif","wug",2,"","s1028",392,"1/3",9
"cross","dex","jiv",5,"","s1028",392,"1/3",10
"cross","pif","moke",2,"","s1028",392,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1028",392,"1/3",12
"cross","thite","jiv",4,"","s1028",392,"1/3",13
"cross","dex","wug",2,"","s1028",392,"1/3",14
"within","pif","thite",4,"","s1028",392,"1/3",15
"within","jiv","moke",3,"","s1028",392,"1/3",16
"within","dex","thite",4,"","s1028",392,"1/3",17
"within","dex","thite",2,"","s1029",196,"semantic.baseline",1
"within","moke","wug",4,"","s1029",196,"semantic.baseline",2
"cross","pif","dex",1,"","s1029",196,"semantic.baseline",3
"cross","wug","jiv",1,"","s1029",196,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1029",196,"semantic.baseline",5
"cross","moke","thite",4,"","s1029",196,"semantic.baseline",6
"within","jiv","dex",5,"","s1029",196,"semantic.baseline",7
"cross","pif","thite",2,"","s1029",196,"semantic.baseline",8
"cross","wug","dex",1,"","s1029",196,"semantic.baseline",9
"cross","moke","jiv",2,"","s1029",196,"semantic.baseline",10
"cross","wug","thite",3,"","s1029",196,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1029",196,"semantic.baseline",12
"cross","pif","jiv",2,"","s1029",196,"semantic.baseline",13
"cross","moke","dex",1,"","s1029",196,"semantic.baseline",14
"within","wug","pif",3,"","s1029",196,"semantic.baseline",15
"within","jiv","thite",4,"","s1029",196,"semantic.baseline",16
"within","moke","pif",3,"","s1029",196,"semantic.baseline",17
"within","pif","moke",4,"","s1030",56,"semantic.baseline",1
"within","thite","dex",3,"","s1030",56,"semantic.baseline",2
"cross","jiv","pif",4,"","s1030",56,"semantic.baseline",3
"cross","dex","wug",2,"","s1030",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1030",56,"semantic.baseline",5
"cross","thite","moke",3,"","s1030",56,"semantic.baseline",6
"within","wug","pif",4,"","s1030",56,"semantic.baseline",7
"cross","jiv","moke",2,"","s1030",56,"semantic.baseline",8
"cross","dex","pif",4,"","s1030",56,"semantic.baseline",9
"cross","thite","wug",2,"","s1030",56,"semantic.baseline",10
"cross","dex","moke",4,"","s1030",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1030",56,"semantic.baseline",12
"cross","jiv","wug",2,"","s1030",56,"semantic.baseline",13
"cross","thite","pif",2,"","s1030",56,"semantic.baseline",14
"within","dex","jiv",4,"","s1030",56,"semantic.baseline",15
"within","wug","moke",4,"","s1030",56,"semantic.baseline",16
"within","thite","jiv",2,"","s1030",56,"semantic.baseline",17
"within","pif","dex",1,"","s1031",56,"0/3",1
"within","thite","moke",2,"","s1031",56,"0/3",2
"cross","jiv","pif",3,"","s1031",56,"0/3",3
"cross","moke","wug",3,"","s1031",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1031",56,"0/3",5
"cross","thite","dex",2,"","s1031",56,"0/3",6
"within","wug","pif",2,"","s1031",56,"0/3",7
"cross","jiv","dex",2,"","s1031",56,"0/3",8
"cross","moke","pif",3,"","s1031",56,"0/3",9
"cross","thite","wug",3,"","s1031",56,"0/3",10
"cross","moke","dex",1,"","s1031",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1031",56,"0/3",12
"cross","jiv","wug",2,"","s1031",56,"0/3",13
"cross","thite","pif",1,"","s1031",56,"0/3",14
"within","moke","jiv",2,"","s1031",56,"0/3",15
"within","wug","dex",3,"","s1031",56,"0/3",16
"within","thite","jiv",2,"","s1031",56,"0/3",17
"within","pif","wug",2,"","s1032",392,"onset",1
"within","thite","jiv",4,"","s1032",392,"onset",2
"cross","moke","pif",5,"","s1032",392,"onset",3
"cross","jiv","dex",5,"","s1032",392,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s1032",392,"onset",5
"cross","thite","wug",2,"","s1032",392,"onset",6
"within","dex","pif",5,"","s1032",392,"onset",7
"cross","moke","wug",2,"","s1032",392,"onset",8
"cross","jiv","pif",1,"","s1032",392,"onset",9
"cross","thite","dex",3,"","s1032",392,"onset",10
"cross","jiv","wug",4,"","s1032",392,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s1032",392,"onset",12
"cross","moke","dex",5,"","s1032",392,"onset",13
"cross","thite","pif",5,"","s1032",392,"onset",14
"within","jiv","moke",2,"","s1032",392,"onset",15
"within","dex","wug",1,"","s1032",392,"onset",16
"within","thite","moke",3,"","s1032",392,"onset",17
"within","wug","moke",2,"","s1033",196,"3/3",1
"within","pif","thite",3,"","s1033",196,"3/3",2
"cross","jeev","wug",1,"","s1033",196,"3/3",3
"cross","thite","dex",2,"","s1033",196,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1033",196,"3/3",5
"cross","pif","moke",2,"","s1033",196,"3/3",6
"within","dex","wug",3,"","s1033",196,"3/3",7
"cross","jeev","moke",3,"","s1033",196,"3/3",8
"cross","thite","wug",3,"","s1033",196,"3/3",9
"cross","pif","dex",3,"","s1033",196,"3/3",10
"cross","thite","moke",2,"","s1033",196,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1033",196,"3/3",12
"cross","jeev","dex",2,"","s1033",196,"3/3",13
"cross","pif","wug",2,"","s1033",196,"3/3",14
"within","thite","jeev",3,"","s1033",196,"3/3",15
"within","dex","moke",2,"","s1033",196,"3/3",16
"within","pif","jeev",3,"","s1033",196,"3/3",17
"within","jiv","wug",3,"","s1034",56,"0/3",1
"within","dex","thite",1,"","s1034",56,"0/3",2
"cross","pif","jiv",4,"","s1034",56,"0/3",3
"cross","thite","moke",3,"","s1034",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1034",56,"0/3",5
"cross","dex","wug",4,"","s1034",56,"0/3",6
"within","moke","jiv",3,"","s1034",56,"0/3",7
"cross","pif","wug",4,"","s1034",56,"0/3",8
"cross","thite","jiv",2,"","s1034",56,"0/3",9
"cross","dex","moke",2,"","s1034",56,"0/3",10
"cross","thite","wug",2,"","s1034",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1034",56,"0/3",12
"cross","pif","moke",4,"","s1034",56,"0/3",13
"cross","dex","jiv",4,"","s1034",56,"0/3",14
"within","thite","pif",2,"","s1034",56,"0/3",15
"within","moke","wug",2,"","s1034",56,"0/3",16
"within","dex","pif",4,"","s1034",56,"0/3",17
"within","dex","thite",2,"","s1035",392,"syllables",1
"within","jeev","pif",3,"","s1035",392,"syllables",2
"cross","moke","dex",2,"","s1035",392,"syllables",3
"cross","pif","wug",4,"","s1035",392,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1035",392,"syllables",5
"cross","jeev","thite",2,"","s1035",392,"syllables",6
"within","wug","dex",4,"","s1035",392,"syllables",7
"cross","moke","thite",2,"","s1035",392,"syllables",8
"cross","pif","dex",4,"","s1035",392,"syllables",9
"cross","jeev","wug",3,"","s1035",392,"syllables",10
"cross","pif","thite",2,"","s1035",392,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1035",392,"syllables",12
"cross","moke","wug",2,"","s1035",392,"syllables",13
"cross","jeev","dex",4,"","s1035",392,"syllables",14
"within","pif","moke",4,"","s1035",392,"syllables",15
"within","wug","thite",2,"","s1035",392,"syllables",16
"within","jeev","moke",2,"","s1035",392,"syllables",17
"within","dex","moke",4,"","s1036",56,"rime",1
"within","wug","pif",4,"","s1036",56,"rime",2
"cross","jeev","dex",2,"","s1036",56,"rime",3
"cross","pif","thite",2,"","s1036",56,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s1036",56,"rime",5
"cross","wug","moke",4,"","s1036",56,"rime",6
"within","thite","dex",3,"","s1036",56,"rime",7
"cross","jeev","moke",2,"","s1036",56,"rime",8
"cross","pif","dex",3,"","s1036",56,"rime",9
"cross","wug","thite",4,"","s1036",56,"rime",10
"cross","pif","moke",4,"","s1036",56,"rime",11
