"animal","vehicle","animalFirst","cluster","response","match","subj","exposures","coherence","word"
"rabbit","van",1,"t2","rabbit",0,"s0917",56,"2/3","wug"
"horse","boat",0,"t2","boat",1,"s0917",56,"2/3","moke"
"goldfish","plane",0,"t1","plane",0,"s0917",56,"2/3","dex"
"bear","motorcycle",1,"t1","bear",1,"s0917",56,"2/3","jiv"
"mouse","boat",1,"t2","mouse",0,"s0918",126,"rime","pif"
"rabbit","van",0,"t2","rabbit",0,"s0918",126,"rime","moke"
"sheep","motorcycle",1,"t1","motorcycle",0,"s0918",126,"rime","dex"
"bear","bicycle",0,"t1","bicycle",0,"s0918",126,"rime","jeev"
"horse","plane",0,"t1","horse",1,"s0918",126,"rime","wug"
"goldfish","train",1,"t2","train",1,"s0918",126,"rime","thite"
"mouse","plane",0,"t1","plane",0,"s0919",56,"1/3","thite"
"goldfish","bicycle",0,"t2","bicycle",1,"s0919",56,"1/3","dex"
"bear","train",1,"t2","bear",0,"s0919",56,"1/3","wug"
"sheep","motorcycle",1,"t1","sheep",1,"s0919",56,"1/3","moke"
"horse","boat",0,"t2","horse",0,"s0919",56,"1/3","jiv"
"rabbit","van",1,"t1","van",0,"s0919",56,"1/3","pif"
"rabbit","boat",1,"t2","boat",1,"s0920",56,"3/3","pif"
"goldfish","van",0,"t2","goldfish",0,"s0920",56,"3/3","wug"
"sheep","bicycle",1,"t1","sheep",1,"s0920",56,"3/3","jiv"
"bear","train",0,"t2","train",1,"s0920",56,"3/3","dex"
"mouse","plane",1,"t1","mouse",1,"s0920",56,"3/3","moke"
"horse","motorcycle",0,"t1","motorcycle",0,"s0920",56,"3/3","thite"
"goldfish","bicycle",1,"t1","goldfish",1,"s0921",392,"2/3","dex"
"sheep","train",0,"t2","train",1,"s0921",392,"2/3","moke"
"horse","boat",1,"t2","horse",0,"s0921",392,"2/3","jiv"
"bear","van",0,"t1","van",0,"s0921",392,"2/3","thite"
"mouse","motorcycle",0,"t1","mouse",1,"s0921",392,"2/3","pif"
"rabbit","plane",1,"t2","rabbit",0,"s0921",392,"2/3","wug"
"mouse","bicycle",1,"t2","mouse",0,"s0922",56,"syllables","dex"
"horse","train",0,"t1","train",0,"s0922",56,"syllables","pif"
"goldfish","boat",0,"t1","boat",0,"s0922",56,"syllables","jeev"
"bear","plane",0,"t2","bear",0,"s0922",56,"syllables","moke"
"rabbit","van",1,"t2","rabbit",0,"s0922",56,"syllables","thite"
"sheep","motorcycle",1,"t1","motorcycle",0,"s0922",56,"syllables","wug"
"sheep","motorcycle",0,"t1","sheep",1,"s0923",196,"0/3","wug"
"bear","bicycle",0,"t2","bicycle",1,"s0923",196,"0/3","dex"
"rabbit","plane",0,"t2","plane",1,"s0923",196,"0/3","thite"
"goldfish","train",1,"t2","train",1,"s0923",196,"0/3","jeev"
"mouse","van",1,"t1","mouse",1,"s0923",196,"0/3","moke"
"horse","boat",1,"t1","horse",1,"s0923",196,"0/3","pif"
"bear","motorcycle",0,"t2","motorcycle",1,"s0924",196,"0/3","thite"
"rabbit","boat",1,"t1","rabbit",1,"s0924",196,"0/3","pif"
"horse","van",0,"t1","van",0,"s0924",196,"0/3","wug"
"sheep","plane",1,"t2","sheep",0,"s0924",196,"0/3","dex"
"goldfish","train",0,"t2","goldfish",0,"s0924",196,"0/3","moke"
"mouse","bicycle",1,"t1","bicycle",0,"s0924",196,"0/3","jeev"
"rabbit","train",1,"t1","rabbit",1,"s0925",392,"3/3","pif"
"sheep","plane",0,"t2","plane",1,"s0925",392,"3/3","moke"
"goldfish","motorcycle",1,"t1","motorcycle",0,"s0925",392,"3/3","jiv"
"mouse","boat",0,"t2","mouse",0,"s0925",392,"3/3","thite"
"bear","bicycle",0,"t1","bear",1,"s0925",392,"3/3","dex"
"horse","van",1,"t2","horse",0,"s0925",392,"3/3","wug"
"goldfish","van",0,"t1","van",0,"s0926",56,"3/3","dex"
"horse","bicycle",1,"t1","horse",1,"s0926",56,"3/3","moke"
"rabbit","train",1,"t2","train",1,"s0926",56,"3/3","wug"
"bear","boat",0,"t2","bear",0,"s0926",56,"3/3","thite"
"sheep","motorcycle",0,"t2","motorcycle",1,"s0926",56,"3/3","jiv"
"mouse","plane",1,"t1","mouse",1,"s0926",56,"3/3","pif"
"bear","boat",0,"t1","bear",1,"s0927",126,"1/3","jiv"
"sheep","bicycle",0,"t2","bicycle",1,"s0927",126,"1/3","wug"
"rabbit","van",1,"t1","van",0,"s0927",126,"1/3","dex"
"horse","plane",1,"t2","plane",1,"s0927",126,"1/3","pif"
"goldfish","motorcycle",1,"t1","goldfish",1,"s0927",126,"1/3","thite"
"mouse","train",0,"t2","train",1,"s0927",126,"1/3","moke"
"horse","boat",1,"t2","boat",1,"s0928",392,"3/3","jiv"
"rabbit","plane",0,"t1","rabbit",1,"s0928",392,"3/3","pif"
"sheep","train",0,"t1","train",0,"s0928",392,"3/3","thite"
"mouse","van",1,"t2","mouse",0,"s0928",392,"3/3","dex"
"bear","bicycle",0,"t1","bear",1,"s0928",392,"3/3","moke"
"goldfish","motorcycle",1,"t2","motorcycle",1,"s0928",392,"3/3","wug"
"sheep","motorcycle",0,"t1","motorcycle",0,"s0929",56,"3/3","thite"
"mouse","boat",1,"t1","mouse",1,"s0929",56,"3/3","jiv"
"rabbit","train",0,"t2","train",1,"s0929",56,"3/3","wug"
"goldfish","plane",0,"t2","plane",1,"s0929",56,"3/3","dex"
"horse","van",1,"t1","van",0,"s0929",56,"3/3","moke"
"bear","bicycle",1,"t2","bear",0,"s0929",56,"3/3","pif"
"horse","plane",0,"t1","plane",0,"s0930",126,"rime","jeev"
"rabbit","bicycle",1,"t2","bicycle",1,"s0930",126,"rime","moke"
"mouse","train",1,"t2","mouse",0,"s0930",126,"rime","pif"
"goldfish","boat",0,"t2","goldfish",0,"s0930",126,"rime","dex"
"sheep","motorcycle",1,"t1","sheep",1,"s0930",126,"rime","thite"
"bear","van",0,"t1","bear",1,"s0930",126,"rime","wug"
"bear","van",0,"t1","bear",1,"s0931",392,"3/3","wug"
"rabbit","boat",0,"t2","boat",1,"s0931",392,"3/3","moke"
"horse","plane",1,"t2","plane",1,"s0931",392,"3/3","pif"
"mouse","bicycle",1,"t1","mouse",1,"s0931",392,"3/3","thite"
"goldfish","train",1,"t2","train",1,"s0931",392,"3/3","dex"
"sheep","motorcycle",0,"t1","sheep",1,"s0931",392,"3/3","jiv"
"bear","bicycle",0,"t1","bear",1,"s0932",196,"semantic.baseline","moke"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s0932",196,"semantic.baseline","dex"
"horse","boat",0,"t2","boat",1,"s0932",196,"semantic.baseline","wug"
"mouse","train",1,"t1","mouse",1,"s0932",196,"semantic.baseline","thite"
"goldfish","van",0,"t2","goldfish",0,"s0932",196,"semantic.baseline","pif"
"sheep","plane",1,"t1","plane",0,"s0932",196,"semantic.baseline","jiv"
"goldfish","van",0,"t1","van",0,"s0933",196,"rime","dex"
"sheep","train",0,"t2","train",1,"s0933",196,"rime","moke"
"rabbit","motorcycle",0,"t1","rabbit",1,"s0933",196,"rime","wug"
"mouse","boat",1,"t1","mouse",1,"s0933",196,"rime","thite"
"horse","plane",1,"t2","plane",1,"s0933",196,"rime","jeev"
"bear","bicycle",1,"t2","bicycle",1,"s0933",196,"rime","pif"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s0934",392,"semantic.baseline","moke"
"sheep","boat",0,"t2","boat",1,"s0934",392,"semantic.baseline","jiv"
"goldfish","train",1,"t2","train",1,"s0934",392,"semantic.baseline","dex"
"horse","van",1,"t1","van",0,"s0934",392,"semantic.baseline","pif"
"bear","bicycle",1,"t1","bicycle",0,"s0934",392,"semantic.baseline","thite"
"mouse","plane",0,"t1","mouse",1,"s0934",392,"semantic.baseline","wug"
"goldfish","plane",1,"t1","plane",0,"s0935",126,"nonce.connective","pif"
"horse","train",0,"t1","train",0,"s0935",126,"nonce.connective","wug"
"mouse","van",1,"t2","van",1,"s0935",126,"nonce.connective","dex"
"rabbit","bicycle",1,"t2","bicycle",1,"s0935",126,"nonce.connective","moke"
"sheep","boat",0,"t2","boat",1,"s0935",126,"nonce.connective","jeev"
"bear","motorcycle",0,"t1","motorcycle",0,"s0935",126,"nonce.connective","thite"
"mouse","train",1,"t2","mouse",0,"s0936",392,"1/3","pif"
"rabbit","bicycle",1,"t1","rabbit",1,"s0936",392,"1/3","dex"
"sheep","van",0,"t1","van",0,"s0936",392,"1/3","jiv"
"bear","motorcycle",0,"t2","motorcycle",1,"s0936",392,"1/3","thite"
"horse","boat",1,"t2","horse",0,"s0936",392,"1/3","wug"
"goldfish","plane",0,"t1","goldfish",1,"s0936",392,"1/3","moke"
"bear","motorcycle",1,"t1","bear",1,"s0937",196,"3/3","thite"
"sheep","boat",0,"t2","sheep",0,"s0937",196,"3/3","wug"
"mouse","bicycle",0,"t2","mouse",0,"s0937",196,"3/3","pif"
"goldfish","plane",0,"t2","goldfish",0,"s0937",196,"3/3","dex"
"rabbit","van",1,"t1","rabbit",1,"s0937",196,"3/3","moke"
"horse","train",1,"t1","horse",1,"s0937",196,"3/3","jeev"
"bear","motorcycle",0,"t2","motorcycle",1,"s0938",392,"3/3","pif"
"mouse","van",1,"t2","van",1,"s0938",392,"3/3","thite"
"rabbit","train",0,"t1","rabbit",1,"s0938",392,"3/3","wug"
"horse","bicycle",1,"t1","horse",1,"s0938",392,"3/3","dex"
"goldfish","plane",1,"t2","plane",1,"s0938",392,"3/3","jiv"
"sheep","boat",0,"t1","sheep",1,"s0938",392,"3/3","moke"
"rabbit","boat",1,"t1","rabbit",1,"s0939",392,"onset","wug"
"horse","motorcycle",0,"t2","motorcycle",1,"s0939",392,"onset","jiv"
"sheep","train",1,"t2","train",1,"s0939",392,"onset","moke"
"mouse","bicycle",0,"t1","mouse",1,"s0939",392,"onset","pif"
"goldfish","plane",1,"t1","goldfish",1,"s0939",392,"onset","dex"
"bear","van",0,"t2","bear",0,"s0939",392,"onset","thite"
"sheep","motorcycle",0,"t2","sheep",0,"s0940",392,"2/3","thite"
"rabbit","train",1,"t2","train",1,"s0940",392,"2/3","jiv"
"mouse","van",0,"t1","mouse",1,"s0940",392,"2/3","wug"
"horse","plane",0,"t1","horse",1,"s0940",392,"2/3","pif"
"bear","boat",1,"t1","boat",0,"s0940",392,"2/3","moke"
"goldfish","bicycle",1,"t2","bicycle",1,"s0940",392,"2/3","dex"
"mouse","motorcycle",1,"t2","mouse",0,"s0941",196,"nonce.connective","thite"
"rabbit","train",1,"t1","rabbit",1,"s0941",196,"nonce.connective","wug"
"sheep","bicycle",0,"t2","bicycle",1,"s0941",196,"nonce.connective","jeev"
"horse","boat",0,"t1","boat",0,"s0941",196,"nonce.connective","moke"
"bear","van",0,"t2","bear",0,"s0941",196,"nonce.connective","pif"
"goldfish","plane",1,"t1","goldfish",1,"s0941",196,"nonce.connective","dex"
"horse","boat",1,"t2","boat",1,"s0942",196,"nonce.connective","wug"
"sheep","train",0,"t1","sheep",1,"s0942",196,"nonce.connective","moke"
"bear","plane",1,"t2","plane",1,"s0942",196,"nonce.connective","pif"
"goldfish","motorcycle",0,"t1","goldfish",1,"s0942",196,"nonce.connective","jeev"
"rabbit","bicycle",0,"t2","bicycle",1,"s0942",196,"nonce.connective","dex"
"mouse","van",1,"t1","mouse",1,"s0942",196,"nonce.connective","thite"
"bear","boat",1,"t2","bear",0,"s0943",196,"onset","dex"
"mouse","motorcycle",0,"t1","motorcycle",0,"s0943",196,"onset","wug"
"sheep","bicycle",0,"t2","bicycle",1,"s0943",196,"onset","jiv"
"goldfish","van",0,"t1","van",0,"s0943",196,"onset","moke"
"rabbit","plane",1,"t1","rabbit",1,"s0943",196,"onset","pif"
"horse","train",1,"t2","train",1,"s0943",196,"onset","thite"
"sheep","boat",1,"t1","boat",0,"s0944",196,"rime","jeev"
"goldfish","motorcycle",0,"t1","goldfish",1,"s0944",196,"rime","dex"
"horse","plane",0,"t2","plane",1,"s0944",196,"rime","moke"
"bear","van",0,"t2","bear",0,"s0944",196,"rime","pif"
"mouse","bicycle",1,"t1","mouse",1,"s0944",196,"rime","wug"
"rabbit","train",1,"t2","train",1,"s0944",196,"rime","thite"
"rabbit","van",1,"t1","van",0,"s0945",126,"syllables","jeev"
"sheep","train",1,"t2","train",1,"s0945",126,"syllables","wug"
"mouse","motorcycle",0,"t2","mouse",0,"s0945",126,"syllables","thite"
"goldfish","bicycle",1,"t1","goldfish",1,"s0945",126,"syllables","moke"
"horse","plane",0,"t2","plane",1,"s0945",126,"syllables","pif"
"bear","boat",0,"t1","boat",0,"s0945",126,"syllables","dex"
"mouse","boat",0,"t1","boat",0,"s0946",56,"0/3","pif"
"bear","van",1,"t1","bear",1,"s0946",56,"0/3","dex"
"goldfish","train",1,"t2","goldfish",0,"s0946",56,"0/3","moke"
"sheep","plane",1,"t2","plane",1,"s0946",56,"0/3","jeev"
"horse","bicycle",0,"t2","bicycle",1,"s0946",56,"0/3","wug"
"rabbit","motorcycle",0,"t1","motorcycle",0,"s0946",56,"0/3","thite"
"mouse","train",0,"t2","train",1,"s0947",392,"2/3","dex"
"horse","boat",1,"t1","horse",1,"s0947",392,"2/3","moke"
"rabbit","van",1,"t2","van",1,"s0947",392,"2/3","wug"
"goldfish","motorcycle",0,"t1","goldfish",1,"s0947",392,"2/3","thite"
"sheep","plane",1,"t2","plane",1,"s0947",392,"2/3","jiv"
"bear","bicycle",0,"t1","bear",1,"s0947",392,"2/3","pif"
"rabbit","bicycle",1,"t1","bicycle",0,"s0948",56,"semantic.baseline","moke"
"sheep","motorcycle",0,"t2","motorcycle",1,"s0948",56,"semantic.baseline","pif"
"horse","van",0,"t1","van",0,"s0948",56,"semantic.baseline","dex"
"mouse","boat",1,"t2","mouse",0,"s0948",56,"semantic.baseline","wug"
"bear","train",1,"t2","bear",0,"s0948",56,"semantic.baseline","thite"
"goldfish","plane",0,"t1","goldfish",1,"s0948",56,"semantic.baseline","jiv"
"bear","motorcycle",1,"t2","motorcycle",1,"s0949",56,"0/3","moke"
"mouse","plane",0,"t2","plane",1,"s0949",56,"0/3","dex"
"goldfish","van",0,"t1","van",0,"s0949",56,"0/3","jiv"
"sheep","train",0,"t2","train",1,"s0949",56,"0/3","thite"
"rabbit","bicycle",1,"t1","rabbit",1,"s0949",56,"0/3","wug"
"horse","boat",1,"t1","horse",1,"s0949",56,"0/3","pif"
"goldfish","plane",1,"t1","goldfish",1,"s0950",196,"0/3","moke"
"sheep","train",0,"t1","train",0,"s0950",196,"0/3","thite"
"bear","van",0,"t2","van",1,"s0950",196,"0/3","dex"
"mouse","boat",1,"t1","mouse",1,"s0950",196,"0/3","jiv"
"horse","bicycle",1,"t2","bicycle",1,"s0950",196,"0/3","wug"
"rabbit","motorcycle",0,"t2","rabbit",0,"s0950",196,"0/3","pif"
"bear","van",1,"t2","bear",0,"s0951",56,"semantic.baseline","moke"
"mouse","boat",0,"t2","mouse",0,"s0951",56,"semantic.baseline","dex"
"sheep","train",1,"t1","train",0,"s0951",56,"semantic.baseline","jiv"
"rabbit","motorcycle",1,"t1","rabbit",1,"s0951",56,"semantic.baseline","wug"
"horse","bicycle",0,"t2","horse",0,"s0951",56,"semantic.baseline","pif"
"goldfish","plane",0,"t1","plane",0,"s0951",56,"semantic.baseline","thite"
"bear","train",0,"t2","bear",0,"s0952",126,"1/3","thite"
"rabbit","boat",0,"t2","boat",1,"s0952",126,"1/3","pif"
"goldfish","plane",1,"t2","goldfish",0,"s0952",126,"1/3","jiv"
"horse","motorcycle",0,"t1","horse",1,"s0952",126,"1/3","dex"
"mouse","bicycle",1,"t1","mouse",1,"s0952",126,"1/3","wug"
"sheep","van",1,"t1","sheep",1,"s0952",126,"1/3","moke"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s0953",392,"onset","wug"
"mouse","boat",1,"t1","boat",0,"s0953",392,"onset","jiv"
"horse","van",0,"t2","van",1,"s0953",392,"onset","dex"
"sheep","bicycle",1,"t2","sheep",0,"s0953",392,"onset","moke"
"rabbit","train",1,"t1","rabbit",1,"s0953",392,"onset","thite"
"bear","plane",0,"t2","plane",1,"s0953",392,"onset","pif"
"horse","van",0,"t1","van",0,"s0954",126,"semantic.baseline","thite"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s0954",126,"semantic.baseline","pif"
"sheep","plane",0,"t2","sheep",0,"s0954",126,"semantic.baseline","dex"
"goldfish","bicycle",1,"t1","goldfish",1,"s0954",126,"semantic.baseline","jiv"
"mouse","boat",0,"t1","boat",0,"s0954",126,"semantic.baseline","moke"
"bear","train",1,"t2","bear",0,"s0954",126,"semantic.baseline","wug"
"horse","van",1,"t1","van",0,"s0955",126,"onset","wug"
"goldfish","boat",0,"t2","boat",1,"s0955",126,"onset","moke"
"sheep","motorcycle",0,"t1","motorcycle",0,"s0955",126,"onset","dex"
"rabbit","bicycle",1,"t2","bicycle",1,"s0955",126,"onset","thite"
"mouse","plane",1,"t2","plane",1,"s0955",126,"onset","jiv"
"bear","train",0,"t1","train",0,"s0955",126,"onset","pif"
"rabbit","plane",1,"t1","rabbit",1,"s0956",56,"onset","jiv"
"bear","motorcycle",0,"t2","motorcycle",1,"s0956",56,"onset","thite"
"horse","boat",1,"t1","boat",0,"s0956",56,"onset","pif"
"sheep","bicycle",1,"t2","sheep",0,"s0956",56,"onset","wug"
"goldfish","train",0,"t1","goldfish",1,"s0956",56,"onset","moke"
"mouse","van",0,"t2","mouse",0,"s0956",56,"onset","dex"
"mouse","bicycle",0,"t2","bicycle",1,"s0957",196,"onset","moke"
"bear","boat",0,"t2","bear",0,"s0957",196,"onset","wug"
"rabbit","plane",1,"t1","rabbit",1,"s0957",196,"onset","pif"
"goldfish","motorcycle",1,"t1","goldfish",1,"s0957",196,"onset","thite"
"horse","van",0,"t2","van",1,"s0957",196,"onset","jiv"
"sheep","train",1,"t1","train",0,"s0957",196,"onset","dex"
"rabbit","plane",1,"t2","rabbit",0,"s0958",56,"3/3","moke"
"bear","bicycle",0,"t1","bear",1,"s0958",56,"3/3","dex"
"sheep","train",0,"t2","sheep",0,"s0958",56,"3/3","pif"
"mouse","van",1,"t1","mouse",1,"s0958",56,"3/3","jeev"
"horse","boat",0,"t1","horse",1,"s0958",56,"3/3","wug"
"goldfish","motorcycle",1,"t2","goldfish",0,"s0958",56,"3/3","thite"
"sheep","motorcycle",0,"t1","motorcycle",0,"s0959",196,"syllables","moke"
"mouse","plane",1,"t1","plane",0,"s0959",196,"syllables","wug"
"goldfish","bicycle",0,"t2","bicycle",1,"s0959",196,"syllables","thite"
"horse","train",0,"t1","train",0,"s0959",196,"syllables","jeev"
"rabbit","boat",1,"t2","rabbit",0,"s0959",196,"syllables","dex"
"bear","van",1,"t2","bear",0,"s0959",196,"syllables","pif"
"rabbit","boat",1,"t1","rabbit",1,"s0960",392,"nonce.connective","wug"
"horse","bicycle",0,"t2","bicycle",1,"s0960",392,"nonce.connective","thite"
"sheep","train",0,"t1","train",0,"s0960",392,"nonce.connective","jeev"
"mouse","motorcycle",0,"t1","mouse",1,"s0960",392,"nonce.connective","dex"
"goldfish","plane",1,"t2","plane",1,"s0960",392,"nonce.connective","pif"
"bear","van",1,"t2","van",1,"s0960",392,"nonce.connective","moke"
"rabbit","bicycle",1,"t2","bicycle",1,"s0961",126,"1/3","moke"
"mouse","boat",1,"t2","mouse",0,"s0961",126,"1/3","dex"
"horse","motorcycle",0,"t1","motorcycle",0,"s0961",126,"1/3","thite"
"bear","train",0,"t1","bear",1,"s0961",126,"1/3","wug"
"goldfish","van",0,"t2","van",1,"s0961",126,"1/3","jiv"
"sheep","plane",1,"t1","sheep",1,"s0961",126,"1/3","pif"
"horse","van",1,"t1","van",0,"s0962",392,"semantic.baseline","moke"
"sheep","plane",0,"t1","plane",0,"s0962",392,"semantic.baseline","dex"
"goldfish","boat",0,"t1","boat",0,"s0962",392,"semantic.baseline","thite"
"mouse","train",0,"t2","mouse",0,"s0962",392,"semantic.baseline","wug"
"bear","bicycle",1,"t2","bear",0,"s0962",392,"semantic.baseline","jiv"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0962",392,"semantic.baseline","pif"
"bear","boat",0,"t2","boat",1,"s0963",126,"syllables","pif"
"goldfish","plane",1,"t2","plane",1,"s0963",126,"syllables","wug"
"rabbit","motorcycle",0,"t1","motorcycle",0,"s0963",126,"syllables","jeev"
"sheep","train",0,"t1","train",0,"s0963",126,"syllables","dex"
"mouse","bicycle",1,"t2","bicycle",1,"s0963",126,"syllables","moke"
"horse","van",1,"t1","van",0,"s0963",126,"syllables","thite"
"sheep","plane",1,"t2","sheep",0,"s0964",126,"semantic.baseline","pif"
"mouse","train",0,"t2","mouse",0,"s0964",126,"semantic.baseline","jiv"
"rabbit","motorcycle",0,"t1","rabbit",1,"s0964",126,"semantic.baseline","dex"
"bear","van",1,"t2","bear",0,"s0964",126,"semantic.baseline","wug"
"goldfish","boat",1,"t1","goldfish",1,"s0964",126,"semantic.baseline","moke"
"horse","bicycle",0,"t1","horse",1,"s0964",126,"semantic.baseline","thite"
"bear","motorcycle",1,"t2","motorcycle",1,"s0965",196,"1/3","dex"
"mouse","bicycle",0,"t2","bicycle",1,"s0965",196,"1/3","jiv"
"horse","train",0,"t2","horse",0,"s0965",196,"1/3","moke"
"sheep","boat",0,"t1","boat",0,"s0965",196,"1/3","wug"
"rabbit","van",1,"t1","rabbit",1,"s0965",196,"1/3","thite"
"goldfish","plane",1,"t1","goldfish",1,"s0965",196,"1/3","pif"
"horse","train",0,"t1","train",0,"s0966",392,"onset","thite"
"goldfish","bicycle",1,"t1","goldfish",1,"s0966",392,"onset","moke"
"rabbit","boat",1,"t2","rabbit",0,"s0966",392,"onset","wug"
"mouse","plane",0,"t2","plane",1,"s0966",392,"onset","dex"
"bear","van",1,"t1","bear",1,"s0966",392,"onset","jiv"
"sheep","motorcycle",0,"t2","sheep",0,"s0966",392,"onset","pif"
"bear","van",0,"t2","van",1,"s0967",392,"nonce.connective","moke"
"horse","boat",0,"t1","horse",1,"s0967",392,"nonce.connective","jeev"
"sheep","plane",1,"t1","sheep",1,"s0967",392,"nonce.connective","thite"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0967",392,"nonce.connective","wug"
"mouse","train",1,"t1","mouse",1,"s0967",392,"nonce.connective","pif"
"rabbit","bicycle",1,"t2","rabbit",0,"s0967",392,"nonce.connective","dex"
"bear","train",1,"t1","bear",1,"s0968",392,"onset","thite"
"horse","boat",1,"t2","horse",0,"s0968",392,"onset","jiv"
"goldfish","van",0,"t2","van",1,"s0968",392,"onset","pif"
"sheep","motorcycle",0,"t2","motorcycle",1,"s0968",392,"onset","wug"
"mouse","plane",0,"t1","mouse",1,"s0968",392,"onset","moke"
"rabbit","bicycle",1,"t1","rabbit",1,"s0968",392,"onset","dex"
"rabbit","boat",1,"t2","rabbit",0,"s0969",392,"rime","thite"
"goldfish","van",1,"t2","goldfish",0,"s0969",392,"rime","pif"
"mouse","bicycle",1,"t2","mouse",0,"s0969",392,"rime","moke"
"horse","plane",0,"t1","horse",1,"s0969",392,"rime","wug"
"bear","motorcycle",0,"t1","bear",1,"s0969",392,"rime","dex"
"sheep","train",0,"t1","sheep",1,"s0969",392,"rime","jeev"
"rabbit","boat",1,"t1","boat",0,"s0970",56,"3/3","thite"
"horse","motorcycle",0,"t2","motorcycle",1,"s0970",56,"3/3","wug"
"mouse","train",1,"t1","mouse",1,"s0970",56,"3/3","moke"
"bear","plane",0,"t2","plane",1,"s0970",56,"3/3","pif"
"goldfish","van",0,"t2","goldfish",0,"s0970",56,"3/3","jiv"
"sheep","bicycle",1,"t1","sheep",1,"s0970",56,"3/3","dex"
"mouse","bicycle",1,"t1","mouse",1,"s0971",56,"0/3","jiv"
"rabbit","train",0,"t2","rabbit",0,"s0971",56,"0/3","thite"
"bear","motorcycle",1,"t2","motorcycle",1,"s0971",56,"0/3","wug"
"goldfish","plane",1,"t1","goldfish",1,"s0971",56,"0/3","pif"
"horse","boat",0,"t1","boat",0,"s0971",56,"0/3","dex"
"sheep","van",0,"t2","van",1,"s0971",56,"0/3","moke"
"bear","plane",1,"t1","plane",0,"s0972",392,"1/3","moke"
"mouse","motorcycle",0,"t1","motorcycle",0,"s0972",392,"1/3","pif"
"goldfish","bicycle",0,"t2","bicycle",1,"s0972",392,"1/3","thite"
"horse","boat",1,"t1","horse",1,"s0972",392,"1/3","jiv"
"sheep","van",0,"t2","sheep",0,"s0972",392,"1/3","dex"
"rabbit","train",1,"t2","rabbit",0,"s0972",392,"1/3","wug"
"mouse","train",1,"t2","mouse",0,"s0973",56,"2/3","wug"
"goldfish","boat",0,"t1","goldfish",1,"s0973",56,"2/3","moke"
"bear","motorcycle",0,"t1","motorcycle",0,"s0973",56,"2/3","pif"
"sheep","plane",1,"t2","sheep",0,"s0973",56,"2/3","dex"
"horse","bicycle",0,"t2","bicycle",1,"s0973",56,"2/3","thite"
"rabbit","van",1,"t1","van",0,"s0973",56,"2/3","jiv"
"bear","train",1,"t1","bear",1,"s0974",196,"nonce.connective","wug"
"rabbit","van",1,"t2","rabbit",0,"s0974",196,"nonce.connective","moke"
"horse","boat",0,"t2","boat",1,"s0974",196,"nonce.connective","dex"
"sheep","plane",1,"t2","plane",1,"s0974",196,"nonce.connective","jeev"
"mouse","motorcycle",0,"t1","motorcycle",0,"s0974",196,"nonce.connective","pif"
"goldfish","bicycle",0,"t1","goldfish",1,"s0974",196,"nonce.connective","thite"
"rabbit","plane",0,"t1","rabbit",1,"s0975",56,"2/3","wug"
"horse","motorcycle",1,"t2","horse",0,"s0975",56,"2/3","jiv"
"sheep","boat",0,"t2","boat",1,"s0975",56,"2/3","thite"
"goldfish","bicycle",1,"t1","goldfish",1,"s0975",56,"2/3","pif"
"mouse","van",0,"t2","van",1,"s0975",56,"2/3","dex"
"bear","train",1,"t1","train",0,"s0975",56,"2/3","moke"
"horse","boat",0,"t1","boat",0,"s0976",196,"3/3","thite"
"bear","bicycle",0,"t2","bicycle",1,"s0976",196,"3/3","jeev"
"rabbit","plane",1,"t1","plane",0,"s0976",196,"3/3","moke"
"sheep","motorcycle",1,"t2","sheep",0,"s0976",196,"3/3","wug"
"mouse","train",0,"t1","mouse",1,"s0976",196,"3/3","pif"
"goldfish","van",1,"t2","van",1,"s0976",196,"3/3","dex"
"horse","bicycle",0,"t1","bicycle",0,"s0977",56,"2/3","thite"
"mouse","van",0,"t2","mouse",0,"s0977",56,"2/3","wug"
"sheep","train",1,"t2","sheep",0,"s0977",56,"2/3","moke"
"bear","motorcycle",1,"t1","motorcycle",0,"s0977",56,"2/3","pif"
"rabbit","boat",1,"t2","boat",1,"s0977",56,"2/3","jiv"
"goldfish","plane",0,"t1","plane",0,"s0977",56,"2/3","dex"
"sheep","motorcycle",1,"t2","motorcycle",1,"s0978",392,"rime","jeev"
"goldfish","plane",1,"t1","goldfish",1,"s0978",392,"rime","dex"
"rabbit","train",0,"t2","rabbit",0,"s0978",392,"rime","moke"
"bear","boat",0,"t1","boat",0,"s0978",392,"rime","wug"
"horse","bicycle",1,"t1","horse",1,"s0978",392,"rime","thite"
"mouse","van",0,"t2","mouse",0,"s0978",392,"rime","pif"
"mouse","motorcycle",1,"t2","mouse",0,"s0979",196,"3/3","dex"
"goldfish","train",1,"t1","train",0,"s0979",196,"3/3","pif"
"rabbit","bicycle",0,"t1","bicycle",0,"s0979",196,"3/3","jeev"
"sheep","boat",0,"t1","sheep",1,"s0979",196,"3/3","thite"
"bear","plane",1,"t2","plane",1,"s0979",196,"3/3","moke"
"horse","van",0,"t2","van",1,"s0979",196,"3/3","wug"
"sheep","van",0,"t2","van",1,"s0980",56,"onset","thite"
