"anon.id","experiment","coherence","exposures","passed.catch.trials"
"s1435","1a","2/3",56,TRUE
"s1436","1a","3/3",126,TRUE
"s1437","2","rime",56,TRUE
"s1438","3","semantic.baseline",56,TRUE
"s1439","1a","3/3",126,TRUE
"s1440","old.vs.new","0/3",56,FALSE
"s1441","2","syllables",392,TRUE
"s1442","2","onset",126,TRUE
"s1443","1a","3/3",392,TRUE
"s1444","1b","nonce.connective",392,TRUE
"s1445","2","syllables",196,TRUE
"s1446","2","rime",392,TRUE
"s1447","2","rime",392,TRUE
"s1448","old.vs.new","0/3",196,TRUE
"s1449","2","syllables",56,TRUE
"s1450","2","onset",126,TRUE
"s1451","2","syllables",392,TRUE
"s1452","2","rime",196,TRUE
"s1453","3","semantic.baseline",196,FALSE
"s1454","1a","0/3",56,FALSE
"s1455","1b","nonce.connective",56,TRUE
"s1456","1a","0/3",56,TRUE
"s1457","1a","3/3",392,TRUE
"s1458","3","semantic.baseline",56,TRUE
"s1459","2","onset",56,TRUE
"s1460","3","semantic.baseline",126,TRUE
"s1461","1a","3/3",126,TRUE
"s1462","2","rime",56,TRUE
"s1463","old.vs.new","3/3",196,TRUE
"s1464","2","syllables",56,TRUE
"s1465","1b","nonce.connective",392,TRUE
"s1466","2","onset",126,TRUE
"s1467","1a","0/3",56,TRUE
"s1468","2","rime",56,TRUE
"s1469","2","onset",196,TRUE
"s1470","1a","3/3",196,TRUE
"s1471","2","syllables",56,TRUE
"s1472","1a","1/3",126,TRUE
"s1473","3","semantic.baseline",56,TRUE
"s1474","1a","2/3",56,TRUE
"s1475","old.vs.new","3/3",196,TRUE
"s1476","2","syllables",196,TRUE
"s1477","2","onset",126,TRUE
"s1478","1a","2/3",196,TRUE
"s1479","1b","nonce.connective",196,TRUE
"s1480","1a","2/3",126,TRUE
"s1481","2","rime",126,TRUE
"s1482","1a","2/3",196,TRUE
"s1483","2","syllables",126,TRUE
"s1484","1a","1/3",392,TRUE
"s1485","3","semantic.baseline",392,TRUE
"s1486","2","syllables",126,TRUE
"s1487","3","semantic.baseline",392,FALSE
"s1488","2","onset",126,FALSE
"s1489","1b","nonce.connective",392,TRUE
"s1490","2","rime",56,FALSE
"s1491","1a","2/3",56,TRUE
"s1492","1a","2/3",196,TRUE
"s1493","3","semantic.baseline",126,TRUE
"s1494","3","semantic.baseline",126,TRUE
"s1495","2","syllables",56,TRUE
"s1496","2","rime",196,TRUE
"s1497","1a","3/3",392,FALSE
"s1498","1a","1/3",56,TRUE
"s1499","1a","1/3",56,TRUE
"s1500","1a","2/3",56,TRUE
"s1501","2","syllables",56,FALSE
"s1502","2","onset",196,TRUE
"s1503","1a","2/3",56,FALSE
"s1504","1b","nonce.connective",392,TRUE
"s1505","1b","nonce.connective",196,TRUE
"s1506","2","rime",126,TRUE
"s1507","1a","3/3",392,TRUE
"s1508","1a","1/3",56,TRUE
"s1509","2","onset",126,TRUE
"s1510","2","onset",126,TRUE
"s1511","2","onset",56,TRUE
"s1512","1b","nonce.connective",56,TRUE
"s1513","1a","0/3",126,TRUE
"s1514","1a","2/3",196,TRUE
"s1515","2","rime",56,TRUE
"s1516","3","semantic.baseline",56,FALSE
"s1517","2","rime",126,TRUE
"s1518","1b","nonce.connective",126,TRUE
"s1519","2","rime",126,TRUE
"s1520","1a","2/3",392,TRUE
"s1521","2","rime",196,TRUE
"s1522","3","semantic.baseline",126,TRUE
"s1523","1a","3/3",196,TRUE
"s1524","2","rime",196,TRUE
"s1525","3","semantic.baseline",196,TRUE
"s1526","2","rime",126,TRUE
"s1527","2","rime",392,TRUE
"s1528","2","rime",56,TRUE
"s1529","1a","0/3",392,FALSE
"s1530","2","syllables",392,TRUE
"s1531","2","rime",126,TRUE
"s1532","2","onset",56,TRUE
"s1533","3","semantic.baseline",196,TRUE
"s1534","2","syllables",392,TRUE
"s1535","1a","0/3",56,TRUE
"s1536","old.vs.new","0/3",196,TRUE
"s1537","1a","0/3",392,TRUE
"s1538","1b","nonce.connective",392,TRUE
"s1539","1a","3/3",126,TRUE
"s1540","old.vs.new","0/3",56,TRUE
"s1541","1a","3/3",126,TRUE
"s1542","1a","0/3",126,TRUE
"s1543","1a","3/3",56,FALSE
"s1544","2","rime",56,TRUE
"s1545","1a","0/3",126,TRUE
"s1546","2","syllables",196,TRUE
"s1547","2","rime",56,TRUE
"s1548","1b","nonce.connective",392,TRUE
"s1549","1a","1/3",126,TRUE
"s1550","1a","1/3",392,TRUE
"s1551","old.vs.new","0/3",56,TRUE
"s1552","2","rime",126,TRUE
"s1553","2","onset",392,TRUE
"s1554","2","onset",126,TRUE
"s1555","3","semantic.baseline",196,TRUE
"s1556","1a","0/3",196,TRUE
"s1557","1b","nonce.connective",126,TRUE
"s1558","old.vs.new","3/3",56,TRUE
"s1559","2","onset",392,TRUE
"s1560","1a","0/3",392,TRUE
"s1561","1a","1/3",196,TRUE
"s1562","1b","nonce.connective",126,TRUE
"s1563","1a","1/3",196,TRUE
"s1564","3","semantic.baseline",392,TRUE
"s1565","old.vs.new","0/3",196,TRUE
"s1566","1a","0/3",126,TRUE
"s1567","2","syllables",56,TRUE
"s1568","2","syllables",392,TRUE
"s1569","2","rime",126,TRUE
"s1570","1a","3/3",392,TRUE
"s1571","2","rime",126,TRUE
"s1572","1a","2/3",392,TRUE
"s1573","old.vs.new","3/3",56,TRUE
"s1574","old.vs.new","3/3",196,TRUE
"s1575","2","syllables",126,TRUE
"s1576","1b","nonce.connective",126,FALSE
"s1577","old.vs.new","0/3",56,TRUE
"s1578","2","onset",126,TRUE
"s1579","2","onset",196,TRUE
"s1580","2","syllables",126,TRUE
"s1581","2","syllables",196,TRUE
"s1582","3","semantic.baseline",196,TRUE
"s1583","1a","2/3",392,TRUE
"s1584","2","rime",196,TRUE
"s1585","1a","3/3",126,TRUE
"s1586","3","semantic.baseline",56,TRUE
"s1587","1a","1/3",56,TRUE
"s1588","1a","0/3",392,TRUE
"s1589","old.vs.new","3/3",196,TRUE
"s1590","1b","nonce.connective",196,TRUE
"s1591","old.vs.new","3/3",196,TRUE
"s1592","old.vs.new","3/3",56,TRUE
"s1593","3","semantic.baseline",392,TRUE
"s1594","2","onset",196,TRUE
"s1595","1a","3/3",392,TRUE
"s1596","1a","1/3",56,TRUE
"s1597","1a","1/3",126,TRUE
"s1598","1a","3/3",392,TRUE
"s1599","2","syllables",392,TRUE
"s1600","1b","nonce.connective",56,TRUE
"s1601","1a","1/3",196,TRUE
"s1602","2","rime",392,TRUE
"s1603","1a","2/3",56,FALSE
"s1604","1a","2/3",126,TRUE
"s1605","2","onset",126,TRUE
"s1606","1a","2/3",126,TRUE
"s1607","2","onset",126,FALSE
"s1608","1b","nonce.connective",196,TRUE
"s1609","1a","2/3",56,TRUE
"s1610","1a","3/3",196,TRUE
"s1611","2","rime",126,TRUE
"s1612","2","onset",196,TRUE
"s1613","1a","2/3",392,TRUE
"s1614","2","onset",56,TRUE
"s1615","1a","2/3",126,TRUE
"s1616","2","syllables",196,TRUE
"s1617","1a","2/3",392,TRUE
"s1618","1a","2/3",126,TRUE
"s1619","1a","2/3",196,TRUE
"s1620","2","syllables",196,TRUE
"s1621","2","onset",392,TRUE
"s1622","1a","2/3",56,TRUE
"s1623","1a","1/3",56,TRUE
"s1624","3","semantic.baseline",392,TRUE
"s1625","1a","0/3",56,TRUE
"s1626","2","onset",126,TRUE
"s1627","1a","1/3",56,FALSE
"s1628","1a","0/3",56,TRUE
"s1629","3","semantic.baseline",196,TRUE
"s1630","2","onset",392,FALSE
"s1631","2","onset",392,TRUE
"s1632","2","rime",126,TRUE
"s1633","2","onset",196,TRUE
"s1634","1a","1/3",196,TRUE
"s1635","3","semantic.baseline",126,TRUE
"s1636","old.vs.new","0/3",56,TRUE
"s1637","1b","nonce.connective",196,TRUE
"s1638","1a","3/3",56,TRUE
"s1639","2","onset",126,TRUE
"s1640","2","rime",392,TRUE
"s1641","2","rime",56,TRUE
"s1642","old.vs.new","3/3",56,TRUE
"s1643","2","rime",392,TRUE
"s1644","3","semantic.baseline",56,TRUE
"s1645","1a","2/3",126,TRUE
"s1646","1a","2/3",392,TRUE
"s1647","2","onset",56,TRUE
"s1648","1a","1/3",56,TRUE
"s1649","1a","0/3",126,TRUE
"s1650","1a","1/3",392,TRUE
"s1651","2","onset",56,TRUE
"s1652","1a","3/3",56,TRUE
"s1653","3","semantic.baseline",392,TRUE
"s1654","1a","1/3",392,FALSE
"s1655","1a","1/3",56,TRUE
"s1656","1a","2/3",126,FALSE
"s1657","1a","3/3",392,TRUE
"s1658","1a","0/3",392,TRUE
"s1659","1a","2/3",56,TRUE
"s1660","old.vs.new","0/3",196,TRUE
"s1661","1a","1/3",56,FALSE
"s1662","3","semantic.baseline",392,TRUE
"s1663","old.vs.new","3/3",196,TRUE
"s1664","2","rime",56,TRUE
"s1665","1a","3/3",126,TRUE
"s1666","2","onset",196,TRUE
"s1667","1a","2/3",126,TRUE
"s1668","2","syllables",392,TRUE
"s1669","1a","1/3",56,FALSE
"s1670","2","rime",196,TRUE
"s1671","1a","2/3",196,TRUE
"s1672","1a","1/3",56,TRUE
"s1673","1a","2/3",56,TRUE
"s1674","1a","1/3",196,TRUE
"s1675","1a","2/3",56,TRUE
"s1676","2","onset",196,TRUE
"s1677","1a","0/3",196,TRUE
"s1678","2","rime",126,TRUE
"s1679","1a","3/3",56,TRUE
"s1680","2","rime",56,TRUE
"s1681","1a","0/3",126,TRUE
"s1682","1a","1/3",56,TRUE
"s1683","2","onset",56,TRUE
"s1684","3","semantic.baseline",392,TRUE
"s1685","1a","2/3",392,TRUE
"s1686","2","syllables",56,TRUE
"s1687","1a","2/3",56,TRUE
"s1688","1a","0/3",56,TRUE
"s1689","1a","3/3",196,FALSE
"s1690","1a","2/3",392,TRUE
